last_score,study_duration,total_reviews,last_gap_days,days_until_next_revision
85.55,32.41,1,0.12,7.68
100.0,28.61,2,4.44,11.07
70.27,56.76,3,20.84,19.92
60.88,19.63,1,14.7,11.81
78.69,61.3,2,8.93,11.93
62.97,13.36,3,0.56,8.94
97.23,78.4,3,25.61,25.86
70.75,35.99,3,4.7,8.9
66.52,8.92,2,1.26,4.94
67.93,24.91,5,5.61,14.52
85.78,22.84,1,9.71,10.53
72.63,5.0,4,0.6,10.2
65.37,26.84,5,12.41,17.39
99.98,11.34,3,12.64,16.94
62.16,5.0,6,0.07,11.8
75.53,89.08,3,11.53,13.71
84.78,30.77,6,14.67,19.9
50.53,62.85,4,0.19,9.43
82.2,33.82,7,1.74,14.16
59.17,13.25,2,2.33,7.29
87.34,21.57,2,2.15,8.89
60.56,33.79,3,7.11,11.11
85.39,96.76,3,2.22,11.8
91.59,8.78,5,15.68,17.65
87.92,62.38,2,26.48,20.25
78.77,77.34,3,1.9,8.97
71.53,33.3,2,3.55,10.23
66.35,80.33,2,4.08,13.16
97.07,15.22,1,4.33,7.45
64.51,91.74,3,2.34,10.07
59.44,36.4,6,0.91,11.99
84.98,5.0,4,0.28,10.8
63.06,71.21,7,0.56,14.21
60.75,19.88,3,11.58,14.08
53.35,18.5,9,1.65,18.3
67.76,25.07,4,0.4,8.17
73.76,5.0,5,4.88,14.12
78.65,19.0,5,0.39,9.25
89.27,53.36,3,0.36,9.65
82.9,5.0,7,4.86,16.67
72.14,9.56,3,4.48,10.16
72.03,5.0,3,0.21,7.82
82.65,16.12,5,3.09,12.7
94.09,39.09,2,2.86,9.39
76.89,48.1,9,3.96,20.48
67.96,87.12,5,6.69,16.1
60.11,28.13,9,1.66,17.98
53.32,8.82,3,2.84,7.87
84.99,77.37,7,7.87,21.59
83.67,44.79,5,12.79,21.11
83.66,25.63,5,11.1,15.73
73.07,35.69,8,3.25,18.12
96.1,77.44,6,3.68,16.23
67.74,37.38,4,3.77,13.28
89.33,13.78,5,10.15,17.25
74.42,37.45,3,9.16,13.51
65.87,5.0,11,1.87,21.55
83.89,14.65,7,0.89,14.94
81.14,15.64,3,2.38,12.53
80.35,5.48,3,1.7,10.22
76.22,5.0,4,15.06,18.82
74.43,5.0,6,1.55,13.25
100.0,31.89,2,1.0,8.85
92.76,48.63,7,11.49,22.91
85.84,120.0,4,0.45,13.59
76.68,12.76,5,1.51,10.43
90.11,27.44,3,2.89,11.1
82.77,83.01,4,4.52,14.49
75.39,5.48,3,1.99,9.16
70.45,37.94,2,3.43,9.44
73.79,42.19,6,1.11,13.81
27.44,5.0,2,4.27,3.22
78.16,59.25,5,2.62,11.74
67.67,50.32,2,9.46,13.42
98.89,5.0,6,2.69,15.0
75.29,5.0,6,2.93,14.6
57.17,5.0,3,4.48,9.68
74.25,12.23,2,0.66,6.01
59.31,21.36,5,0.85,10.55
82.1,22.8,6,7.81,17.88
79.36,9.35,6,1.6,14.57
89.37,72.78,2,5.77,14.85
63.14,13.78,7,0.51,13.43
75.51,5.0,2,8.63,13.68
54.52,10.71,2,22.21,15.72
85.52,22.72,3,2.34,11.06
82.78,15.74,4,3.52,12.43
82.44,9.6,5,2.92,13.05
75.02,5.0,6,11.23,18.44
81.22,51.31,1,0.05,5.51
99.07,120.0,1,5.3,12.46
70.72,11.99,3,5.28,9.61
77.08,14.42,4,2.41,11.78
58.71,28.87,8,1.24,17.17
61.98,38.02,8,1.37,18.49
76.47,14.93,2,8.06,12.56
91.56,70.59,2,0.34,9.78
71.16,24.63,6,4.15,14.09
71.46,17.96,5,1.83,11.11
68.9,31.21,5,1.54,10.53
66.98,91.6,2,3.52,7.79
79.42,47.48,7,11.41,20.96
52.54,5.0,1,4.81,5.53
94.21,12.12,4,7.77,16.6
65.02,19.08,2,4.59,8.0
85.83,11.33,7,5.98,18.11
55.95,36.14,9,2.83,17.92
85.03,52.51,2,13.02,12.53
85.08,39.43,3,3.49,12.79
80.76,120.0,5,4.01,16.59
60.08,9.55,4,3.72,12.24
78.74,62.38,1,1.9,8.32
57.25,43.65,1,1.31,4.61
71.21,13.49,2,0.38,5.87
90.44,39.74,2,6.33,12.03
86.95,5.0,5,1.71,15.1
75.23,46.72,6,2.46,15.35
60.38,22.8,2,12.62,14.18
84.68,10.37,3,4.18,10.21
75.29,31.99,6,0.51,15.2
40.2,30.78,1,8.04,7.41
86.74,7.05,2,1.48,8.55
74.64,5.0,6,4.02,14.28
93.04,17.05,5,3.57,15.55
58.57,25.29,5,1.36,12.88
27.35,62.77,1,0.62,2.01
79.19,79.02,4,1.19,13.86
79.37,22.57,1,0.51,9.67
49.64,42.05,1,1.61,4.96
60.32,17.36,4,29.57,23.9
100.0,41.12,4,2.57,14.83
70.42,6.87,1,9.97,10.22
85.96,13.91,5,3.98,14.02
65.24,30.17,3,5.49,13.86
43.65,5.0,1,0.85,2.16
72.45,38.45,3,1.61,8.38
71.02,54.15,2,3.57,9.87
69.0,15.28,7,10.65,17.1
73.28,17.82,5,0.22,11.01
78.96,57.17,1,3.54,7.6
72.75,44.84,6,0.26,14.96
56.04,10.2,7,3.05,16.04
82.29,11.75,3,4.96,8.76
45.76,34.08,6,6.83,14.23
44.24,24.85,4,0.75,7.96
86.09,5.31,3,0.91,9.02
82.61,11.13,3,3.18,8.76
74.14,69.07,4,30.0,26.54
54.07,34.96,4,2.2,9.35
64.38,120.0,6,2.79,16.5
71.06,43.7,4,2.83,11.69
51.06,85.41,4,0.42,8.73
63.91,7.31,6,7.44,18.12
84.78,44.28,6,1.46,16.83
96.41,5.0,6,6.08,17.38
68.71,33.33,4,3.22,11.24
86.35,19.01,7,4.73,15.92
46.29,12.77,4,0.28,10.27
84.89,59.5,3,11.03,16.49
62.94,57.78,3,1.4,8.09
79.61,5.0,5,5.54,13.31
71.28,28.21,4,8.0,14.72
94.81,13.76,3,3.88,9.65
61.88,16.12,3,2.06,7.95
84.41,53.52,1,19.06,14.58
70.81,11.12,5,1.63,10.53
72.63,85.97,1,14.85,12.91
72.24,5.94,2,0.85,8.49
62.31,32.61,8,2.47,14.26
74.79,33.45,5,0.75,12.82
74.06,8.72,5,0.01,11.74
78.62,11.78,3,1.51,10.83
76.27,54.02,1,0.46,6.83
86.97,43.04,2,21.47,18.23
88.85,11.97,6,7.17,16.0
59.24,22.9,4,0.02,10.84
88.03,5.0,2,1.27,8.86
57.2,7.02,3,5.55,9.51
83.82,19.96,6,2.54,16.16
84.3,5.0,3,8.91,12.59
46.33,55.61,4,3.51,11.0
76.39,37.98,4,5.3,12.2
67.97,86.28,7,4.54,18.41
63.62,35.47,3,5.08,9.32
95.26,84.6,5,1.31,13.88
65.19,24.26,5,2.34,11.35
62.9,27.51,4,0.26,10.13
76.14,113.13,4,4.43,14.49
85.28,30.83,2,3.07,7.66
72.88,5.0,3,7.15,12.41
92.5,38.6,2,1.16,6.63
82.96,70.76,5,2.87,17.55
42.33,47.63,3,1.0,7.14
67.06,26.3,1,4.76,9.24
66.57,33.38,7,9.42,19.4
82.19,120.0,2,7.25,13.1
35.63,5.0,5,14.43,14.83
100.0,33.01,3,17.83,20.23
82.97,10.0,4,7.39,14.08
77.23,30.66,2,1.69,8.92
92.72,28.07,7,1.24,16.09
100.0,5.0,3,2.97,11.26
88.06,6.95,4,25.48,21.93
89.23,29.16,3,2.66,10.55
76.96,5.0,5,1.11,11.36
72.88,9.24,1,14.44,11.46
67.86,54.1,5,2.44,13.22
62.61,11.88,2,5.87,9.81
64.69,20.09,4,7.76,13.83
54.74,84.98,1,9.26,10.13
73.86,7.73,3,8.61,13.24
49.73,14.81,5,9.05,15.12
77.86,27.98,4,5.51,13.26
74.46,42.24,1,2.59,7.47
77.2,69.58,6,5.5,18.55
67.17,74.12,4,9.06,13.32
100.0,44.97,3,2.16,10.85
95.4,7.78,4,1.76,12.29
56.33,5.0,7,2.11,12.08
78.49,14.52,4,4.01,14.24
65.88,5.0,5,0.27,11.39
59.78,37.18,4,7.55,14.82
54.9,32.46,3,0.75,9.84
81.48,5.0,5,0.71,12.63
64.78,54.35,2,1.1,4.35
89.52,8.58,4,4.3,12.99
89.91,16.98,2,1.68,8.94
95.61,33.07,6,2.3,13.85
62.21,16.83,3,13.42,11.91
82.13,17.46,2,9.39,12.79
84.49,5.0,2,9.56,10.21
67.89,15.4,8,4.31,20.9
63.42,43.43,3,10.07,13.82
99.14,74.02,4,7.54,17.99
78.41,16.01,3,15.31,16.39
84.54,16.53,5,0.33,13.3
62.67,36.38,2,0.15,6.89
56.71,85.82,1,0.96,7.76
66.46,9.32,5,13.23,14.54
73.14,17.4,10,4.65,22.6
59.04,47.69,4,2.78,12.14
74.85,28.22,4,3.59,11.78
49.67,5.0,8,8.85,18.38
58.2,29.64,6,13.23,18.57
85.06,6.2,1,6.54,9.55
84.06,21.41,3,7.13,14.45
69.12,22.59,2,1.93,7.0
59.73,62.67,4,3.15,9.05
59.59,18.62,1,10.82,13.93
69.4,9.83,1,7.71,9.99
84.67,7.88,1,5.76,8.16
88.92,62.2,5,0.34,14.93
67.55,5.63,3,0.2,9.47
57.7,16.65,2,0.7,7.25
79.02,6.22,3,4.35,10.02
62.65,44.52,2,3.84,9.8
67.23,19.29,4,14.3,18.47
94.88,12.98,5,5.93,12.85
87.41,13.44,3,1.74,10.3
77.37,57.36,3,0.88,10.21
55.92,24.21,2,9.47,11.33
78.17,37.96,1,3.08,7.65
90.94,68.2,4,5.3,16.11
69.37,69.6,4,4.16,12.39
95.27,11.95,2,0.57,8.24
94.39,91.38,3,0.29,11.36
99.96,5.0,2,2.37,9.0
79.58,14.19,5,2.24,10.76
83.81,67.84,3,5.6,12.94
96.21,9.63,7,5.0,18.31
81.71,9.57,6,17.36,21.38
67.48,10.81,2,9.76,11.24
68.27,28.43,3,3.43,5.33
78.58,17.31,6,3.47,16.76
55.64,38.92,7,5.61,18.09
72.85,67.59,3,0.61,7.57
91.45,33.64,4,30.0,25.12
42.13,6.86,5,3.66,13.72
98.02,80.95,5,12.03,18.03
91.84,9.22,4,17.11,20.02
68.1,5.0,3,4.36,9.43
83.15,5.0,7,0.55,15.63
75.05,24.86,7,4.26,16.87
93.45,5.0,5,4.55,14.11
89.74,5.0,4,7.78,15.05
54.0,10.7,3,0.25,6.76
83.81,9.92,4,3.14,9.25
71.92,27.81,1,12.8,10.57
76.24,50.91,2,23.72,17.95
64.08,42.98,5,1.06,9.55
100.0,9.13,1,10.22,12.32
90.6,8.44,5,0.79,12.31
63.9,101.26,6,9.2,19.01
54.98,5.0,5,1.62,11.93
69.21,63.54,4,16.05,19.68
81.52,6.68,5,5.95,15.27
78.6,88.29,2,2.55,8.21
93.8,12.57,6,1.65,15.59
86.85,17.41,5,1.34,13.14
89.54,36.84,2,5.71,14.23
79.9,26.58,5,11.31,17.6
54.16,11.48,4,7.03,12.99
72.06,24.21,4,9.0,14.37
90.9,39.36,7,7.6,19.58
74.23,5.0,3,19.35,17.94
82.55,5.0,6,7.09,16.1
70.22,18.38,11,1.18,21.17
59.55,5.0,4,7.84,13.91
73.15,32.75,2,1.94,7.55
79.64,7.23,5,27.36,26.54
65.16,17.01,4,2.36,11.79
71.46,6.61,4,1.73,9.23
60.91,23.85,8,1.37,14.68
91.79,5.0,5,5.37,15.53
70.58,5.0,3,0.58,7.52
96.79,5.0,4,15.35,17.03
97.93,92.54,6,1.74,18.89
73.78,5.0,5,1.75,10.7
59.87,36.98,8,0.24,13.44
43.71,5.0,5,1.41,9.3
52.92,5.0,7,2.71,14.93
54.39,21.33,3,2.31,8.84
95.68,18.76,3,1.59,13.22
76.74,90.84,3,0.21,8.8
80.84,86.92,3,1.79,11.24
41.69,45.37,2,7.53,11.3
57.03,27.65,5,2.89,11.27
88.31,18.21,5,1.72,14.13
79.3,13.21,3,1.82,6.85
72.79,88.17,5,4.04,17.27
83.47,27.71,2,1.8,10.03
99.54,25.96,6,4.98,15.88
71.68,7.92,5,22.76,23.84
76.04,5.0,3,0.21,10.46
77.89,87.12,4,0.92,9.88
100.0,11.29,1,0.99,6.28
43.51,17.53,2,2.96,8.97
85.25,5.0,4,0.21,10.55
73.28,54.41,6,3.25,15.85
83.5,5.0,3,13.22,15.47
65.14,53.87,5,0.06,13.02
74.27,5.0,2,2.27,8.7
85.67,65.3,7,7.15,19.61
100.0,39.25,4,0.84,8.92
87.12,5.4,2,0.4,8.61
62.28,25.03,4,4.98,13.12
